Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Garganacl,95.4,934,rock,none,105.8,137.2,145,2104785,20.5,1492,Mud Shot,Rock Blast,Rock Tomb,5,6,5,50000
Omanyte,95.4,138,rock,water,128,135.2,101,1747866,43,1499,Mud Shot,Rock Tomb,Rock Blast,6,5,5,75000
Omanyte (Shadow),95.4,138,rock,water,128,135.2,101,1747866,43,1499,Mud Shot,Rock Tomb,Rock Blast,6,5,5,75000
Stantler,95.4,234,normal,none,132.1,99.4,129,1693865,26,1498,Tackle,Wild Charge,Megahorn,15,19,3,50000
Stantler (Shadow),95.4,234,normal,none,133.5,98.4,128,1681459,25.5,1499,Tackle,Wild Charge,Megahorn,15,19,3,50000
Mr. Mime (Galarian),95.3,122,ice,psychic,130.4,126.9,104,1720967,27,1498,Confusion,Ice Punch,Psychic,3,4,5,75000
Indeedee (Female),95.2,876,psychic,normal,121.7,128.2,118,1841029,23.5,1499,Extrasensory,Energy Ball,Psychic,5,6,3,50000
Walrein (Shadow),95.1,365,ice,water,112.4,114.8,154,1987142,20.5,1498,Waterfall,Icicle Spear,Earthquake,4,7,3,50000
Walrein,95.1,365,ice,water,112.4,114.8,154,1987142,20.5,1498,Waterfall,Icicle Spear,Earthquake,4,7,3,50000
Baxcalibur,95,998,dragon,ice,135.6,95.7,127,1648069,15.5,1498,Dragon Breath,Glaive Rush,Avalanche,10,12,5,75000
Gumshoos,94.7,735,normal,none,134.2,85,147,1676829,25.5,1499,Bite,Rock Tomb,Crunch,25,23,1,10000
Castform (Snowy),94.6,351,ice,none,112.6,121.3,146,1994123,39.5,1500,Powder Snow,Weather Ball (Ice),Blizzard,5,10,5,75000
Hatterene,94.6,858,psychic,fairy,142.1,115,96,1568784,19.5,1498,Psycho Cut,Psyshock,Power Whip,5,6,5,50000
Tyrantrum,94.6,697,rock,dragon,129,115,116,1720860,17.5,1491,Dragon Tail,Rock Tomb,Crunch,5,4,5,75000
Tyrantrum (Shadow),94.6,697,rock,dragon,129,115,116,1720860,17.5,1491,Dragon Tail,Crunch,Rock Tomb,4,5,5,75000
Tyrunt,94.6,696,rock,dragon,126.6,107.8,129,1760525,38.5,1497,Dragon Tail,Rock Tomb,Stomp,5,4,5,75000
Mr. Rime,94.6,866,ice,psychic,127.4,114.4,120,1748947,19.5,1494,Confusion,Icy Wind,Psychic,4,4,5,75000
Tyrunt (Shadow),94.6,696,rock,dragon,126.6,107.8,129,1760525,38.5,1497,Dragon Tail,Rock Tomb,Stomp,5,4,5,75000
Arboliva,94.3,930,grass,normal,129.2,116.6,115,1732443,18.5,1498,Magical Leaf,Earth Power,Trailblaze,5,5,3,50000
Slurpuff,94.2,685,fairy,none,116,119.4,139,1925206,25.5,1497,Fairy Wind,Flamethrower,Energy Ball,7,5,3,50000
Bibarel,94,400,normal,water,122.9,99.2,149,1816560,31.5,1497,Rollout,Surf,Hyper Fang,4,4,1,10000
Bibarel (Shadow),94,400,normal,water,122.9,99.2,149,1816560,31.5,1497,Rollout,Surf,Hyper Fang,4,4,1,10000
Mr. Mime,93.9,122,psychic,fairy,131.5,144.2,90,1706607,25,1498,Psywave,Shadow Ball,Psychic,13,14,5,75000
Indeedee (Male),93.8,876,psychic,normal,134.9,114.6,107,1654171,22.5,1494,Extrasensory,Shadow Ball,Psychic,5,6,3,50000
Froslass (Shadow),93.5,478,ice,ghost,122.5,114.8,130,1828190,27.5,1497,Hex,Avalanche,Shadow Ball,4,4,3,50000
Froslass,93.5,478,ice,ghost,122.5,114.8,130,1828190,27.5,1497,Hex,Avalanche,Shadow Ball,4,4,3,50000
Glalie (Shadow),93.5,362,ice,none,115.2,120.8,140,1948262,27,1498,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Kleavor,93.4,900,bug,rock,143.6,104.5,104,1560645,17.5,1500,Fury Cutter,X-Scissor,Rock Slide,10,12,5,75000
Cinccino,92.8,573,normal,none,134.9,96.2,128,1661105,25,1497,Charm,Aqua Tail,Thunderbolt,5,7,3,50000
Eevee,92.5,133,normal,none,99.9,108.3,135,1460588,50,1208,Quick Attack,Body Slam,Dig,5,7,5,75000
Cursola,92.3,864,ghost,none,145.6,111,95,1535352,18,1496,Astonish,Night Shade,Power Gem,5,5,3,50000
Jynx,92.2,124,ice,psychic,141.2,102.2,110,1587370,21.5,1498,Confusion,Psyshock,Avalanche,3,4,5,75000
Drakloak,91.9,886,dragon,ghost,130.3,93.1,141,1710461,37.5,1497,Dragon Tail,Shadow Ball,Outrage,5,5,5,75000
Dragapult,91.9,887,dragon,ghost,142.5,96.2,115,1576478,15.5,1500,Dragon Tail,Shadow Ball,Outrage,5,5,5,75000
Nosepass,91.5,299,rock,none,81.5,193.2,98,1543088,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Nosepass (Shadow),91.5,299,rock,none,81.5,193.2,98,1543088,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Snover (Shadow),91.4,459,grass,ice,109.2,100.8,142,1563045,50,1310,Leafage,Energy Ball,Ice Beam,6,7,3,50000
Snover,91.4,459,grass,ice,109.2,100.8,142,1563045,50,1310,Leafage,Energy Ball,Ice Beam,6,7,3,50000
Sudowoodo,91.3,185,rock,none,117.1,130,125,1902875,26,1498,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Sudowoodo (Shadow),91.3,185,rock,none,117.1,130,125,1902875,26,1498,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Maushold,91,925,normal,none,116.2,121.9,136,1926410,28.5,1497,Mud Shot,Swift,Crunch,4,5,1,10000
Ambipom (Shadow),91,424,normal,none,133.8,100.5,124,1667416,23,1498,Astonish,Low Sweep,Aerial Ace,4,5,3,50000
Vanillish,91,583,ice,none,123.6,120.4,122,1815536,40.5,1498,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Ambipom,91,424,normal,none,133.8,100.5,124,1667416,23,1498,Astonish,Low Sweep,Aerial Ace,4,5,3,50000
Gigalith,90.9,526,rock,none,127.2,118.4,117,1762076,17,1498,Lock On,Superpower,Meteor Beam,8,12,3,50000
Gigalith (Shadow),90.9,526,rock,none,127.2,118.4,117,1762076,17,1498,Lock On,Meteor Beam,Superpower,12,8,3,50000
Kabutops,90.7,141,rock,water,135.4,119.7,102,1653153,20.5,1497,Fury Cutter,Aqua Jet,Stone Edge,10,14,5,75000
Ribombee,90.7,743,bug,fairy,136.2,105.9,113,1629865,25.5,1495,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Castform,90.4,351,normal,none,112.6,121.3,146,1994123,39.5,1500,Hex,Weather Ball (Rock),Energy Ball,3,4,5,75000
Snorlax,90.1,143,normal,none,108.4,102.3,187,2073703,17.5,1499,Lick,Body Slam,Superpower,12,14,5,75000
Snorlax (Shadow),90.1,143,normal,none,108.4,102.3,187,2073703,17.5,1499,Lick,Body Slam,Superpower,12,14,5,75000
Anorith (Shadow),90.1,347,rock,bug,145.4,92.1,115,1540004,43.5,1499,Struggle Bug,Aqua Jet,Cross Poison,5,5,3,50000
Anorith,90.1,347,rock,bug,145.4,92.1,115,1540004,43.5,1499,Struggle Bug,Aqua Jet,Cross Poison,5,5,3,50000
Clefairy,89.5,35,fairy,none,102.5,103.3,157,1662355,50,1306,Zen Headbutt,Disarming Voice,Body Slam,8,6,1,10000
Armaldo (Shadow),89.2,348,rock,bug,133.9,109.1,115,1679976,19.5,1500,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Armaldo,89.2,348,rock,bug,133.9,109.1,115,1679976,19.5,1500,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Munchlax,89.1,446,normal,none,103.1,96.5,218,2168915,30,1497,Tackle,Body Slam,Bulldoze,12,15,5,10000
Boldore,89.1,525,rock,none,125.3,110.3,133,1838138,28,1518,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Porygon (Shadow),89,137,normal,none,120,115.4,135,1869480,35.5,1499,Tackle,Discharge,Signal Beam,14,19,3,50000
Sinistcha,88.9,1013,grass,ghost,132.1,118.3,108,1687762,18.5,1497,Magical Leaf,Energy Ball,Shadow Ball,5,5,3,50000
Gardevoir,88.8,282,psychic,fairy,136.5,115.5,104,1639638,18,1497,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Gardevoir (Shadow),88.8,282,psychic,fairy,136.5,115.5,104,1639638,18,1497,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Omastar (Shadow),88.7,139,rock,water,126.6,128.4,109,1771843,20,1499,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Omastar,88.7,139,rock,water,126.6,128.4,109,1771843,20,1499,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Glimmora,88.7,970,rock,poison,137.6,102.9,115,1628290,17,1497,Rock Throw,Rock Slide,Sludge Wave,9,13,3,50000
Glimmet,88.7,969,rock,poison,147.1,90.9,113,1510967,36.5,1497,Rock Throw,Rock Slide,Sludge Wave,9,13,3,50000
Rotom (Frost),88.3,479,electric,ice,128.8,144.9,93,1735670,21.5,1499,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Herdier,88.2,507,normal,none,118.8,111.6,141,1869389,41.5,1495,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Sylveon,88,700,fairy,none,117.3,124.7,130,1901550,18,1498,Fairy Wind,Psyshock,Shadow Ball,5,6,5,75000
Beartic,88,614,ice,none,135.4,94,130,1654588,18,1498,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Lunatone,87.9,337,rock,psychic,119.1,108.6,145,1875468,24,1496,Psywave,Rock Slide,Weather Ball (Ice),12,9,3,50000
Solrock,87.9,338,rock,psychic,119.1,108.6,145,1875468,24,1496,Psywave,Rock Slide,Weather Ball (Fire),12,9,3,50000
Pumpkaboo (Super),87.8,710,ghost,grass,111.7,113.4,141,1786016,50,1412,Astonish,Grass Knot,Foul Play,5,4,5,75000
Pumpkaboo (Large),87.8,710,ghost,grass,113.4,115.1,133,1735961,50,1405,Astonish,Grass Knot,Foul Play,5,4,5,75000
Pumpkaboo (Average),87.8,710,ghost,grass,114.2,115.9,125,1654473,50,1379,Astonish,Grass Knot,Foul Play,5,4,5,75000
Pumpkaboo (Small),87.8,710,ghost,grass,115.1,116.8,119,1599798,50,1358,Astonish,Grass Knot,Foul Play,5,4,5,75000
Watchog,87.6,505,normal,none,125.1,114,125,1782675,31.5,1498,Low Kick,Grass Knot,Crunch,7,6,1,10000
Watchog (Shadow),87.6,505,normal,none,125.1,114,125,1782675,31.5,1498,Low Kick,Grass Knot,Crunch,7,6,1,10000
Purugly,87.5,432,normal,none,125.5,105.5,134,1774194,28.5,1492,Shadow Claw,Thunder,Aerial Ace,8,6,3,50000
Purugly (Shadow),87.5,432,normal,none,125.5,105.5,134,1774194,28.5,1492,Shadow Claw,Thunder,Aerial Ace,8,6,3,50000
Slaking (Shadow),87.3,289,normal,none,138.8,83.1,140,1614799,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
Slaking,87.3,289,normal,none,138.8,83.1,140,1614799,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
Gengar (Shadow),87,94,ghost,poison,154.3,95.5,98,1444094,19,1495,Shadow Claw,Shadow Punch,Sludge Bomb,5,7,3,50000
Gengar,87,94,ghost,poison,154.3,95.5,98,1444094,19,1495,Shadow Claw,Shadow Punch,Sludge Bomb,5,7,3,50000
Corsola,86.5,222,water,rock,108.5,141.9,134,2063084,49,1498,Bubble,Power Gem,Rock Blast,5,4,3,50000
Lycanroc (Midnight),86.5,745,rock,none,132.6,99.7,127,1678968,20,1493,Counter,Trailblaze,Stone Edge,8,10,5,50000
Roggenrola,85.9,524,rock,none,114.2,105,135,1618785,50,1360,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Roggenrola (Shadow),85.9,524,rock,none,114.2,105,135,1618785,50,1360,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Grafaiai,85.8,945,poison,normal,134.2,107.8,115,1663677,24.5,1498,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Sealeo,85.6,364,ice,water,108.9,112.7,167,2049596,36,1498,Powder Snow,Surf,Body Slam,6,5,3,50000
Sealeo (Shadow),85.6,364,ice,water,108.9,112.7,167,2049596,36,1498,Powder Snow,Surf,Body Slam,6,5,3,50000
Snubbull,85.4,209,fairy,none,127.7,84,142,1523206,50,1398,Tackle,Brick Break,Crunch,14,15,3,50000
Snubbull (Shadow),85.4,209,fairy,none,127.7,84,142,1523206,50,1398,Tackle,Brick Break,Crunch,14,15,3,50000
Dedenne,85.3,702,electric,fairy,124.3,108.9,133,1800324,30,1496,Thunder Shock,Discharge,Play Rough,5,7,3,50000
Lycanroc (Dusk),85.2,745,rock,none,144.5,92,117,1555398,20,1499,Sucker Punch,Trailblaze,Stone Edge,7,8,5,50000
Shiinotic,85.1,756,grass,fairy,116.5,134.2,123,1923019,31,1497,Astonish,Seed Bomb,Moonblast,4,6,3,50000
Shiinotic (Shadow),85.1,756,grass,fairy,116.5,134.2,123,1923019,31,1497,Astonish,Seed Bomb,Moonblast,4,6,3,50000
Cetitan,85,975,ice,none,120.1,77,202,1868035,18,1499,Powder Snow,Icicle Spear,Superpower,5,5,3,50000
Frosmoth,85,873,ice,bug,141.5,101,111,1586357,20.5,1499,Powder Snow,Icy Wind,Bug Buzz,6,8,5,75000
Lopunny,84.7,428,normal,none,112,143.5,124,1992928,27.5,1497,Low Kick,Shadow Ball,Fire Punch,7,5,3,50000
Klawf,84.7,950,rock,none,121,128,119,1843072,23,1498,Mud Slap,Bulldoze,Rock Tomb,5,5,3,75000
Gourgeist (Average),84.5,711,ghost,grass,115.9,145,115,1932633,23.5,1498,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Gourgeist (Large),84.5,711,ghost,grass,115.9,137.2,122,1939981,22,1500,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Gourgeist (Small),84.5,711,ghost,grass,116.8,152.8,107,1909633,25,1496,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Gourgeist (Super),84.5,711,ghost,grass,115,131.5,129,1950803,21,1498,Incinerate,Shadow Ball,Seed Bomb,3,2,5,75000
Bouffalant,84.1,626,normal,none,118.8,115.8,137,1884714,20,1498,Mud Shot,Stomp,Megahorn,5,7,3,50000
Graveler (Alolan),84,75,rock,electric,121.4,130.9,116,1843386,30,1497,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Graveler (Alolan) (Shadow),84,75,rock,electric,122.6,129.9,115,1831460,29.5,1500,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Audino,83.8,531,normal,none,92.6,137.7,189,2409943,38,1497,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Trevenant,83.6,709,ghost,grass,127.8,104.6,131,1751192,22,1499,Shadow Claw,Seed Bomb,Shadow Ball,5,7,5,75000
Trevenant (Shadow),83.6,709,ghost,grass,127.5,104.4,131,1743741,22,1492,Shadow Claw,Seed Bomb,Shadow Ball,5,7,5,75000
Zoroark (Hisuian),83.2,571,normal,ghost,163.4,87.5,96,1372560,21,1498,Shadow Claw,Shadow Ball,Foul Play,7,5,5,75000
Dhelmise,82.7,781,ghost,grass,137.3,107.4,103,1518840,20,1445,Shadow Claw,Power Whip,Brutal Swing,7,5,5,50000
Persian,82.7,53,normal,none,118.6,116.3,137,1889666,36.5,1497,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Persian (Shadow),82.7,53,normal,none,118.6,116.3,137,1889666,36.5,1497,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Rapidash (Galarian),82.1,78,psychic,fairy,133.6,111.4,112,1666900,22.5,1497,Fairy Wind,Body Slam,Megahorn,4,7,3,50000
Dachsbun,82,927,fairy,none,113.4,156,112,1981325,26.5,1499,Fire Fang,Psychic Fangs,Play Rough,6,10,3,50000
Aromatisse,80.5,683,fairy,none,115.8,107.3,156,1938353,24,1499,Fairy Wind,Psyshock,Moonblast,5,7,3,50000
Barbaracle,80.2,689,rock,water,120.9,133,115,1849166,20.5,1498,Fury Cutter,Cross Chop,Stone Edge,9,14,3,50000
Haunter (Shadow),79.3,93,ghost,poison,161.1,85.5,101,1391179,28,1497,Shadow Claw,Ice Punch,Shadow Ball,5,7,3,50000
Rotom,78.9,479,electric,ghost,132.4,120.5,106,1691145,27.5,1499,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Whimsicott,78.7,547,grass,fairy,118.7,135,117,1874867,28,1497,Fairy Wind,Seed Bomb,Moonblast,5,7,1,10000
Golem (Alolan) (Shadow),78.6,76,rock,electric,125.1,122.2,116,1773318,19,1495,Volt Switch,Wild Charge,Rock Blast,3,3,1,10000
Golem (Alolan),78.6,76,rock,electric,125.1,122.2,116,1773318,19,1495,Volt Switch,Wild Charge,Rock Blast,3,3,1,10000
Avalugg,78.5,713,ice,none,111.7,141.3,127,2004468,17.5,1498,Ice Fang,Avalanche,Body Slam,8,6,3,50000
Darmanitan (Galarian),77.3,555,ice,none,149.7,72.1,138,1489485,17.5,1495,Ice Fang,Superpower,Avalanche,7,8,3,50000
Porygon2,73.3,233,normal,none,122.1,117.9,127,1828240,20.5,1497,Lock On,Tri Attack,Solar Beam,10,16,3,50000
Porygon2 (Shadow),73.3,233,normal,none,122.1,117.9,127,1828240,20.5,1497,Lock On,Tri Attack,Solar Beam,10,16,3,50000
Porygon,72.9,137,normal,none,120,115.4,135,1869480,35.5,1499,Quick Attack,Discharge,Hyper Beam,5,10,3,50000
Decidueye,72.5,724,grass,ghost,127.8,115.3,119,1753505,20,1499,Leafage,Frenzy Plant,Spirit Shackle,6,5,3,10000
Stufful,71.4,759,normal,fighting,124.8,92.1,156,1793076,49.5,1499,Tackle,Superpower,Stomp,14,14,1,10000
Porygon-Z,69.9,474,normal,none,147.6,88.1,117,1521417,17,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
