Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Slowbro (Shadow),33.3,80,water,psychic,114.1,121.6,144,1997937,43,1512,Confusion,Surf,Ice Beam,4,4,3,50000
Slowking,33.3,199,water,psychic,114.1,121.6,144,1997937,43,1512,Confusion,Surf,Scald,4,4,3,50000
Reuniclus,32.6,579,psychic,none,119.7,88.9,141,1500428,33,1340,Charm,Psyshock,Shadow Ball,5,7,3,50000
Reuniclus (Shadow),32.6,579,psychic,none,119.7,88.9,141,1500428,33,1340,Charm,Psyshock,Shadow Ball,5,7,3,50000
Glaceon,31.7,471,ice,none,125.6,112.1,92,1295338,29.5,1278,Ice Shard,Avalanche,Water Pulse,5,5,5,75000
Musharna,31,518,psychic,none,110.9,107.3,156,1856333,38.5,1437,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Vanilluxe,30.1,584,ice,none,126.4,113.3,105,1503718,35.5,1384,Astonish,Avalanche,Signal Beam,5,6,3,50000
Noivern (Shadow),29.6,715,flying,dragon,121.2,109.1,122,1613196,36.5,1404,Gust,Hurricane,Heat Wave,5,4,5,75000
Noivern,29.2,715,flying,dragon,121.2,109.1,122,1613196,36.5,1404,Gust,Hurricane,Heat Wave,5,4,5,75000
Deoxys (Defense),29,386,psychic,none,104.7,231.8,102,2475485,50,1610,Counter,Rock Slide,Psycho Boost,8,6,20,100000
Yanmega,29,469,bug,flying,128.1,91.9,115,1353825,32,1321,Wing Attack,Ancient Power,Aerial Ace,6,6,3,50000
Crabominable,28.4,740,fighting,ice,130,84.6,127,1396746,33.5,1348,Bubble,Ice Punch,Brick Break,4,4,3,50000
Crobat (Shadow),27.8,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Air Slash,Cross Poison,Air Cutter,4,4,1,10000
Crobat,27.1,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Air Slash,Cross Poison,Air Cutter,4,4,1,10000
Slaking,27.1,289,normal,none,127.6,77.9,128,1272325,20.5,1279,Yawn,Body Slam,Earthquake,3,6,5,75000
Blissey,26.8,242,normal,none,79.4,109.8,301,2624154,39,1445,Pound,Wild Charge,Dazzling Gleam,12,14,5,75000
Arboliva,26.4,930,grass,normal,121.5,109.5,109,1450163,32.5,1330,Magical Leaf,Energy Ball,Seed Bomb,5,4,3,50000
Slaking (Shadow),26.2,289,normal,none,127.6,77.9,128,1272325,20.5,1279,Yawn,Body Slam,Earthquake,3,6,5,75000
Tornadus (Incarnate) (Shadow),25.6,641,flying,none,135.8,89.2,98,1187109,27.5,1274,Air Slash,Hurricane,Grass Knot,7,6,20,100000
Deoxys (Speed),22.7,386,psychic,none,130.8,123.3,82,1322466,32,1316,Charge Beam,Swift,Psycho Boost,4,4,20,100000
Tornadus (Incarnate),22.7,641,flying,none,135.8,89.2,98,1187109,27.5,1274,Air Slash,Hurricane,Grass Knot,7,6,20,100000
Braviary (Hisuian),20.7,628,psychic,flying,124.4,85.4,147,1561693,36,1396,Air Slash,Brave Bird,Fly,7,5,5,75000
Braviary,18.8,628,normal,flying,123.5,86.2,124,1320067,29.5,1279,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Audino (Mega),17,531,normal,fairy,96.8,162.2,157,2465051,45,1544,Pound,Disarming Voice,Hyper Beam,12,20,3,50000
Shaymin (Land),14,492,grass,none,109.2,113.3,120,1484683,28.5,1277,Zen Headbutt,Grass Knot,Seed Flare,9,13,20,100000
