Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Reuniclus (Shadow),59.1,579,psychic,none,119.7,88.9,141,1500428,33,1340,Charm,Psyshock,Shadow Ball,5,7,3,50000
Kangaskhan,57.4,115,normal,none,114.6,111.5,152,1942241,42,1496,Low Kick,Crunch,Stomp,6,5,3,50000
Slowking,56.8,199,water,psychic,114.1,121.6,144,1997937,43,1512,Confusion,Surf,Scald,4,4,3,50000
Slowking (Shadow),56.1,199,water,psychic,114.1,121.6,144,1997937,43,1512,Confusion,Surf,Psychic,4,4,3,50000
Yanmega,55,469,bug,flying,128.1,91.9,115,1353825,32,1321,Wing Attack,Ancient Power,Aerial Ace,6,6,3,50000
Noivern,53.7,715,flying,dragon,121.2,109.1,122,1613196,36.5,1404,Gust,Hurricane,Heat Wave,5,4,5,75000
Musharna,52.6,518,psychic,none,110.9,107.3,156,1856333,38.5,1437,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Crobat (Shadow),51,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Air Slash,Cross Poison,Air Cutter,4,4,1,10000
Deoxys (Defense),49.1,386,psychic,none,104.7,231.8,102,2475485,50,1610,Counter,Rock Slide,Psycho Boost,8,6,20,100000
Braviary (Hisuian),48,628,psychic,flying,124.4,85.4,147,1561693,36,1396,Air Slash,Brave Bird,Fly,7,5,5,75000
Crobat,46.5,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Air Slash,Cross Poison,Air Cutter,4,4,1,10000
Blissey,43.5,242,normal,none,79.4,109.8,301,2624154,39,1445,Pound,Wild Charge,Dazzling Gleam,12,14,5,75000
Deoxys (Speed),40.3,386,psychic,none,130.8,123.3,82,1322466,32,1316,Charge Beam,Swift,Psycho Boost,4,4,20,100000
Tornadus (Incarnate),40.2,641,flying,none,135.8,89.2,98,1187109,27.5,1274,Air Slash,Hurricane,Grass Knot,7,6,20,100000
Tornadus (Incarnate) (Shadow),38.6,641,flying,none,135.8,89.2,98,1187109,27.5,1274,Air Slash,Hurricane,Grass Knot,7,6,20,100000
Braviary,33.2,628,normal,flying,123.5,86.2,124,1320067,29.5,1279,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Audino (Mega),27.2,531,normal,fairy,96.8,162.2,157,2465051,45,1544,Pound,Disarming Voice,Hyper Beam,12,20,3,50000
Shaymin (Land),21.1,492,grass,none,109.2,113.3,120,1484683,28.5,1277,Zen Headbutt,Grass Knot,Seed Flare,9,13,20,100000
Slaking,0,289,normal,none,127.6,77.9,128,1272325,20.5,1279,Yawn,Body Slam,Earthquake,3,6,5,75000
Slaking (Shadow),0,289,normal,none,127.6,77.9,128,1272325,20.5,1279,Yawn,Body Slam,Earthquake,3,6,5,75000
