Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Combusken (Shadow),79.8,256,fire,fighting,98.3,76.1,98,733102,37.5,852,Ember,Rock Slide,Flame Charge,5,6,3,10000
Nidorina (Shadow),79.8,30,poison,none,89.2,91.2,126,1025015,50,957,Poison Sting,Poison Fang,Dig,5,6,3,50000
Eelektrik,79.6,603,electric,none,91.1,82,101,754490,35.5,830,Acid,Discharge,Crunch,5,6,1,10000
Herdier,79.6,507,normal,none,91.7,86.2,109,861595,41.5,891,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Hattrem,79.1,857,psychic,none,93.1,87.8,97,792895,38.5,860,Confusion,Psyshock,Dazzling Gleam,3,4,5,50000
Hakamo-o,78.9,783,dragon,fighting,86.6,101.6,92,809468,36.5,841,Dragon Tail,Brick Break,Rock Tomb,4,5,5,75000
Nidorino (Shadow),78.9,33,poison,none,98.1,83,112,911938,47.5,948,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Braixen,78.7,654,fire,none,94.2,77.2,88,639957,31,779,Ember,Psyshock,Flame Charge,5,6,3,10000
Lampent,78.7,608,ghost,fire,98.4,73.5,96,694310,35,826,Ember,Heat Wave,Energy Ball,5,5,5,75000
Primeape (Shadow),78.7,57,fighting,none,99.3,71.6,83,590120,24,766,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Electabuzz,78.6,125,electric,none,93.6,81,82,621691,24,767,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Nidorino,78.6,33,poison,none,98.1,83,112,911938,47.5,948,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Trumbeak,78.4,732,normal,flying,107.1,74.5,107,853748,48.5,957,Peck,Drill Peck,Rock Blast,5,5,1,10000
Pignite (Shadow),78.2,499,fire,fighting,91.1,62.3,113,641335,29,766,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Piloswine (Shadow),78,221,ice,ground,86.6,71.2,110,678251,24,767,Powder Snow,Icicle Spear,Stone Edge,5,7,3,50000
Swadloon,77.9,541,bug,grass,85.8,117.6,108,1089729,50,970,Bug Bite,Energy Ball,Silver Wind,15,15,1,10000
Graveler (Alolan) (Shadow),77.7,75,rock,electric,87.7,92.9,82,668081,29.5,768,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Seadra,77.7,117,water,none,94,84.1,78,616621,26.5,764,Dragon Breath,Hydro Pump,Dragon Pulse,19,14,3,50000
Charmeleon,77.5,5,fire,none,96.1,83,97,773701,38.5,863,Ember,Fire Punch,Return,5,8,3,10000
Primeape,77.5,57,fighting,none,99.3,71.6,83,590120,24,766,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Staravia,77.5,397,normal,flying,106.1,73.7,108,844514,50,949,Wing Attack,Brave Bird,Fly,7,6,1,10000
Magmar (Shadow),77,126,fire,none,96.7,77,81,603118,23,766,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Porygon2 (Shadow),76.5,233,normal,none,87.4,84.4,91,671267,20.5,767,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Bayleef,76.3,153,grass,none,84.7,113.6,114,1096899,49.5,965,Magical Leaf,Ancient Power,Energy Ball,5,5,3,10000
Croconaw (Shadow),76.3,159,water,none,87.7,89.4,100,784038,35.5,832,Water Gun,Ice Punch,Water Pulse,14,17,3,10000
Linoone (Galarian) (Shadow),76.3,264,dark,normal,86.6,84.8,116,851867,38.5,861,Snarl,Body Slam,Dig,3,4,1,10000
Braixen (Shadow),76.1,654,fire,none,94.2,77.2,88,639957,31,779,Ember,Psyshock,Flame Charge,5,6,3,10000
Electabuzz (Shadow),76.1,125,electric,none,94.6,80.5,81,616839,24,768,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
Corvisquire (Shadow),75.6,822,flying,none,94.8,84,123,979474,49.5,964,Peck,Sky Attack,Payback,7,8,1,10000
Golbat (Shadow),75.6,42,poison,flying,84.2,83.2,99,693539,28.5,767,Wing Attack,Poison Fang,Shadow Ball,5,7,1,10000
Ivysaur (Shadow),75.6,2,grass,poison,90.1,91.3,97,797935,37,848,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Magmar,75.6,126,fire,none,96.7,77,81,603118,23,766,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Ivysaur,75.4,2,grass,poison,89.5,91.3,99,808964,37.5,853,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Prinplup,75.4,394,water,none,88.9,87.8,102,796153,36.5,841,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Linoone (Galarian),75.2,264,dark,normal,86.6,84.8,116,851867,38.5,861,Snarl,Body Slam,Dig,3,4,1,10000
Gabite,74.9,444,dragon,ground,92.1,73.3,94,634587,30,767,Mud Shot,Twister,Dig,5,6,5,75000
Luxio,74.9,404,electric,none,106,72.4,110,844184,47.5,949,Spark,Wild Charge,Crunch,7,7,5,75000
Quilava (Shadow),74.9,156,fire,none,96.1,83,97,773701,38.5,863,Ember,Flame Charge,Dig,6,6,3,10000
Gloom (Shadow),74.5,44,grass,poison,91.3,87.2,98,780213,37,847,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Servine (Shadow),74.5,496,grass,none,85.1,112.8,114,1094318,50,966,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Fraxure (Shadow),74.3,611,dragon,none,103.2,65.5,84,567806,25,767,Dragon Tail,Aqua Tail,Night Slash,3,3,5,75000
Bisharp,74,625,dark,steel,100,78.5,75,588750,19.5,767,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Brionne,74,729,water,none,90,83.7,86,647838,30,767,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
Lombre,73.4,271,water,grass,85.8,90.5,114,885199,50,875,Bubble,Scald,Grass Knot,5,5,3,50000
Quilava,73.4,156,fire,none,96.1,83,97,773701,38.5,863,Ember,Flame Charge,Dig,6,6,3,10000
Charmeleon (Shadow),73.3,5,fire,none,96.1,83,97,773701,38.5,863,Ember,Fire Punch,Flamethrower,5,7,3,10000
Floragato,73.3,907,grass,none,93.6,83.1,98,762260,37,848,Leafage,Energy Ball,Play Rough,6,8,3,10000
Fraxure,73.3,611,dragon,none,103.2,65.5,84,567806,25,767,Dragon Tail,Aqua Tail,Night Slash,3,3,5,75000
Pignite,73.3,499,fire,fighting,91.1,62.3,113,641335,29,766,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Servine,73.1,496,grass,none,85.1,112.8,114,1094318,50,966,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Quilladin,72.9,651,grass,none,85.4,96.7,96,792785,35,825,Vine Whip,Energy Ball,Body Slam,6,5,3,10000
Dolliv,72.6,929,grass,normal,95.3,98.7,104,978235,50,968,Magical Leaf,Earth Power,Trailblaze,5,5,3,50000
Bayleef (Shadow),72.4,153,grass,none,84.7,113.6,114,1096899,49.5,965,Magical Leaf,Ancient Power,Energy Ball,5,5,3,10000
Boldore,72.4,525,rock,none,89,78.4,94,655894,28,766,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Gabite (Shadow),72.4,444,dragon,ground,92.1,73.3,94,634587,30,767,Mud Shot,Twister,Dig,5,6,5,75000
Gloom,72.2,44,grass,poison,91.3,87.2,98,780213,37,847,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Quilladin (Shadow),72.2,651,grass,none,85.4,96.7,96,792785,35,825,Vine Whip,Energy Ball,Body Slam,6,5,3,10000
Prinplup (Shadow),70.8,394,water,none,88.9,87.8,102,796153,36.5,841,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Haunter,69.4,93,ghost,poison,115.3,61.2,72,508058,28,766,Shadow Claw,Shadow Punch,Ice Punch,5,5,3,50000
Luxio (Shadow),69.4,404,electric,none,105.6,71.3,110,828221,46,936,Spark,Wild Charge,Crunch,7,7,5,75000
Mr. Mime (Galarian),69.4,122,ice,psychic,93.4,90.9,74,628264,27,768,Confusion,Ice Punch,Triple Axel,3,4,5,75000
Weepinbell,69,70,grass,poison,105.8,65.1,107,736971,40.5,883,Acid,Power Whip,Seed Bomb,7,5,3,50000
Dipplin,68.7,1011,grass,dragon,82,92.2,94,710678,23.5,767,Dragon Tail,Seed Bomb,Outrage,4,5,5,75000
Vanillish,67.4,583,ice,none,94.9,92.4,93,815495,40.5,882,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Raboot,66.9,814,fire,none,93.3,75.1,94,658642,31.5,785,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Torracat,66.9,726,fire,none,100.6,66.7,100,671002,35,824,Ember,Flame Charge,Crunch,6,5,3,10000
Seadra (Shadow),66.6,117,water,none,94,84.1,78,616621,26.5,764,Dragon Breath,Dragon Pulse,Hydro Pump,14,19,3,50000
Pidgeotto (Shadow),66,17,normal,flying,89.2,81.1,118,853626,50,873,Wing Attack,Air Cutter,Twister,5,5,1,10000
Staravia (Shadow),66,397,normal,flying,106.1,73.7,108,844514,50,949,Wing Attack,Brave Bird,Fly,7,6,1,10000
Grovyle,65.3,253,grass,none,102.2,77.4,87,688194,36.5,842,Quick Attack,Leaf Blade,Aerial Ace,5,6,3,10000
Grovyle (Shadow),64.8,253,grass,none,102.2,77.4,87,688194,36.5,842,Bullet Seed,Leaf Blade,Aerial Ace,3,4,3,10000
Pidgeotto,64.8,17,normal,flying,89.2,81.1,118,853626,50,873,Wing Attack,Air Cutter,Twister,5,5,1,10000
Tranquill,64.1,520,normal,flying,99.5,82,114,930126,49.5,966,Air Slash,Heat Wave,Aerial Ace,5,5,1,10000
Haunter (Shadow),63.6,93,ghost,poison,115.3,61.2,72,508058,28,766,Shadow Claw,Ice Punch,Shadow Ball,5,7,3,50000
Graveler,63,75,rock,ground,86.9,93.7,83,675830,30,767,Mud Slap,Rock Slide,Dig,5,5,1,10000
Whirlipede (Shadow),62.1,544,bug,poison,77.7,127,91,897979,50,836,Poison Sting,Sludge Bomb,Gyro Ball,6,6,1,10000
Whirlipede,62,544,bug,poison,77.7,127,91,897979,50,836,Poison Sting,Sludge Bomb,Gyro Ball,6,6,1,10000
Grotle,61.8,388,grass,none,84.3,82.2,101,699875,30,767,Razor Leaf,Body Slam,Energy Ball,9,12,3,10000
Rhydon,61.8,112,ground,rock,90.3,74,97,648173,17.5,767,Mud Slap,Stone Edge,Surf,6,5,3,50000
Graveler (Shadow),59.8,75,rock,ground,87.7,92.9,82,668081,29.5,768,Mud Slap,Rock Slide,Dig,5,5,1,10000
Nuzleaf (Shadow),58.6,274,grass,dark,100.7,62.8,126,796819,50,897,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Rhydon (Shadow),58.3,112,ground,rock,90.3,74,97,648173,17.5,767,Mud Slap,Stone Edge,Surf,6,5,3,50000
Weepinbell (Shadow),58.3,70,grass,poison,106.3,63.1,106,710998,39.5,872,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Dottler,58.1,825,bug,psychic,68.9,116.2,102,816630,50,753,Confusion,Bug Buzz,Psychic,5,4,1,10000
Nuzleaf,58.1,274,grass,dark,100.7,62.8,126,796819,50,897,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Grotle (Shadow),57.7,388,grass,none,84.3,82.2,101,699875,30,767,Razor Leaf,Energy Ball,Body Slam,12,9,3,10000
Vibrava (Shadow),57.7,329,ground,dragon,100.7,77,102,790898,50,895,Dragon Breath,Sand Tomb,Bug Buzz,10,15,5,75000
Flaaffy (Shadow),57.4,180,electric,none,95.1,78.6,118,882033,44,917,Charge Beam,Discharge,Trailblaze,4,5,5,75000
Flaaffy,57.2,180,electric,none,95.1,78.6,118,882033,44,917,Charge Beam,Discharge,Trailblaze,4,5,5,75000
Krokorok,57.2,552,ground,dark,107.6,70.6,114,866008,49.5,966,Mud Slap,Crunch,Earthquake,5,7,5,75000
Drizzile,56.8,817,water,none,98.6,65.9,91,591294,29.5,767,Water Gun,Surf,Water Pulse,15,17,3,10000
Vibrava,56.8,329,ground,dragon,100.7,77,102,790898,50,895,Dragon Breath,Sand Tomb,Bug Buzz,10,15,5,75000
Boldore (Shadow),56,525,rock,none,89.7,78.2,93,652352,27.5,767,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Frogadier,55.6,657,water,none,102,76.5,93,725679,38.5,863,Bubble,Surf,Aerial Ace,5,5,3,10000
Loudred,51,294,normal,none,100.7,64.9,143,934566,50,970,Bite,Stomp,Disarming Voice,20,23,1,10000
Frogadier (Shadow),50,657,water,none,102,76.5,93,725679,38.5,863,Bubble,Surf,Aerial Ace,5,5,3,10000
Kadabra (Shadow),49.4,64,psychic,none,117.2,65,66,502788,27,768,Psycho Cut,Shadow Ball,Dazzling Gleam,6,7,3,50000
Roselia,49.1,315,grass,poison,99.1,75.8,78,585919,29.5,766,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Tranquill (Shadow),48,520,normal,flying,99.5,82,114,930126,49.5,966,Air Slash,Heat Wave,Sky Attack,5,6,1,10000
Pupitar,46.9,247,rock,ground,88.6,82.5,102,745569,34,814,Bite,Ancient Power,Dig,23,25,5,75000
Clefairy,45.9,35,fairy,none,82.4,83.1,126,862777,50,844,Zen Headbutt,Disarming Voice,Body Slam,8,6,1,10000
Loudred (Shadow),42.9,294,normal,none,100.7,64.9,143,934566,50,970,Bite,Stomp,Disarming Voice,20,23,1,10000
Thwackey,42,811,grass,none,88.5,76.9,97,660148,30,767,Razor Leaf,Energy Ball,Grass Knot,12,13,3,10000
Pupitar (Shadow),40.8,247,rock,ground,88.6,82.5,102,745569,34,814,Bite,Ancient Power,Dig,23,25,5,75000
Duosion,31.9,578,psychic,none,106.7,58.6,88,550231,27.5,767,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Duosion (Shadow),28.9,578,psychic,none,106.7,58.6,88,550231,27.5,767,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Kadabra,28.4,64,psychic,none,117.2,65,66,502788,27,768,Confusion,Shadow Ball,Dazzling Gleam,4,4,3,50000
